chr1	3069992	184732197	Twq5	chr1	3276123	3741721	Xkr4
chr1	3069992	184732197	Twq5	chr1	4069779	4479464	Rp1
chr1	3069992	184732197	Twq5	chr1	4561153	4567577	Sox17
chr1	3069992	184732197	Twq5	chr1	4843428	4855962	Mrpl15
chr1	3069992	184732197	Twq5	chr1	4878010	4918633	Lypla1
chr1	3069992	184732197	Twq5	chr1	4878114	4956993	Gm37988
chr1	3069992	184732197	Twq5	chr1	4928036	4968132	Tcea1
chr1	3069992	184732197	Twq5	chr1	4979798	5140508	Rgs20
chr1	3069992	184732197	Twq5	chr1	5140240	5232752	Atp6v1h
chr1	3069992	184732197	Twq5	chr1	5658688	5676354	Oprk1
chr1	3069992	184732197	Twq5	chr1	5983925	5987617	Npbwr1
chr1	3069992	184732197	Twq5	chr1	6276420	6346872	Rb1cc1
chr1	3069992	184732197	Twq5	chr1	6429441	6464955	Alkal1
chr1	3069992	184732197	Twq5	chr1	6557454	6931164	St18
chr1	3069992	184732197	Twq5	chr1	7159143	7243852	Pcmtd1
chr1	3069992	184732197	Twq5	chr1	8431698	9370103	Sntg1
chr1	3069992	184732197	Twq5	chr1	9615632	9617680	Rrs1
chr1	3069992	184732197	Twq5	chr1	9618172	9650898	Adhfe1
chr1	3069992	184732197	Twq5	chr1	9671423	9697368	Vxn
chr1	3069992	184732197	Twq5	chr1	9737639	9770434	Mybl1
chr1	3069992	184732197	Twq5	chr1	9788846	9818607	Vcpip1
chr1	3069992	184732197	Twq5	chr1	9868331	9971070	Sgk3
chr1	3069992	184732197	Twq5	chr1	9978862	10012310	Mcmdc2
chr1	3069992	184732197	Twq5	chr1	10030387	10038157	Tcf24
chr1	3069992	184732197	Twq5	chr1	10038848	10079361	Ppp1r42
chr1	3069992	184732197	Twq5	chr1	10094825	10108393	Cops5
chr1	3069992	184732197	Twq5	chr1	10108211	10206993	Cspp1
chr1	3069992	184732197	Twq5	chr1	10207795	10302895	Arfgef1
chr1	3069992	184732197	Twq5	chr1	10394944	10790170	Cpa6
chr1	3069992	184732197	Twq5	chr1	11063688	11373905	Prex2
chr1	3069992	184732197	Twq5	chr1	11484328	12046125	A830018L16Rik
chr1	3069992	184732197	Twq5	chr1	12762500	12931416	Sulf1
chr1	3069992	184732197	Twq5	chr1	12936772	13062874	Slco5a1
chr1	3069992	184732197	Twq5	chr1	13183680	13197387	Prdm14
chr1	3069992	184732197	Twq5	chr1	13209328	13444307	Ncoa2
chr1	3069992	184732197	Twq5	chr1	13634921	13660134	Tram1
chr1	3069992	184732197	Twq5	chr1	13693553	13730770	Lactb2
chr1	3069992	184732197	Twq5	chr1	13738994	13771947	Xkr9
chr1	3069992	184732197	Twq5	chr1	14239177	14380459	Eya1
chr1	3069992	184732197	Twq5	chr1	14823569	14826216	Msc
chr1	3069992	184732197	Twq5	chr1	14942871	14989086	Trpa1
chr1	3069992	184732197	Twq5	chr1	15357477	15793974	Kcnb2
chr1	3069992	184732197	Twq5	chr1	15875869	15914276	Terf1
chr1	3069992	184732197	Twq5	chr1	15924085	15962946	Sbspon
chr1	3069992	184732197	Twq5	chr1	16136202	16163549	4930444P10Rik
